brand;packagetype;prijstype;KanaalType;Actie_Type;Date;amount;ID;clusters
DS;DIGI;BASE;korting;klantendienst;2019-03-31;6;0;klein
DS;DIGI;BASE;korting;klantendienst;2019-10-31;9;0;klein
DS;DIGI;BASE;korting;klantendienst;2019-12-31;10;0;klein
DS;DIGI;BASE;korting;klantendienst;2020-01-31;25;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-02-29;28;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-03-31;30;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-04-30;44;0;groot
DS;DIGI;BASE;korting;klantendienst;2020-05-31;44;0;groot
DS;DIGI;BASE;korting;klantendienst;2020-06-30;35;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-07-31;31;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-08-31;32;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-09-30;41;0;groot
DS;DIGI;BASE;korting;klantendienst;2020-10-31;26;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-11-30;32;0;middel
DS;DIGI;BASE;korting;klantendienst;2020-12-31;26;0;middel
DS;DIGI;BASE;korting;klantendienst;2021-01-31;30;0;middel
DS;DIGI;BASE;korting;klantendienst;2021-02-28;36;0;middel
DS;DIGI;BASE;korting;klantendienst;2021-03-31;55;0;groot
DS;DIGI;BASE;korting;klantendienst;2021-04-30;31;0;middel
DS;DIGI;BASE;korting;klantendienst;2021-05-31;30;0;middel
DS;DIGI;BASE;korting;klantendienst;2021-06-30;36;0;middel
DS;DIGI;BASE;korting;project;2018-06-30;7;1;klein
DS;DIGI;BASE;korting;project;2018-07-31;8;1;middel
DS;DIGI;BASE;korting;project;2018-08-31;9;1;groot
DS;DIGI;BASE;korting;project;2018-09-30;9;1;groot
DS;DIGI;BASE;korting;project;2018-10-31;8;1;middel
DS;DIGI;BASE;korting;project;2018-11-30;7;1;klein
DS;DIGI;BASE;korting;project;2018-12-31;6;1;klein
DS;DIGI;BASE;korting;project;2019-01-31;7;1;klein
DS;DIGI;BASE;vitrine;overig;2013-12-31;8;2;klein
DS;DIGI;BASE;vitrine;overig;2016-01-31;37;2;middel
DS;DIGI;BASE;vitrine;overig;2016-02-29;23;2;klein
DS;DIGI;BASE;vitrine;overig;2016-03-31;34;2;middel
DS;DIGI;BASE;vitrine;overig;2016-04-30;17;2;klein
DS;DIGI;BASE;vitrine;overig;2016-05-31;33;2;middel
DS;DIGI;BASE;vitrine;overig;2016-06-30;37;2;middel
DS;DIGI;BASE;vitrine;overig;2016-07-31;44;2;groot
DS;DIGI;BASE;vitrine;overig;2016-08-31;34;2;middel
DS;DIGI;BASE;vitrine;overig;2016-09-30;48;2;groot
DS;DIGI;BASE;vitrine;overig;2016-10-31;43;2;groot
DS;DIGI;BASE;vitrine;overig;2016-11-30;41;2;groot
DS;DIGI;BASE;vitrine;overig;2016-12-31;12;2;klein
DS;DIGI;BASE;vitrine;project;2014-01-31;59;3;groot
DS;DIGI;BASE;vitrine;project;2014-02-28;24;3;klein
DS;DIGI;BASE;vitrine;project;2014-03-31;15;3;klein
DS;DIGI;BASE;vitrine;project;2014-04-30;15;3;klein
DS;DIGI;BASE;vitrine;project;2014-05-31;49;3;groot
DS;DIGI;BASE;vitrine;project;2014-06-30;35;3;middel
DS;DIGI;BASE;vitrine;project;2014-07-31;39;3;groot
DS;DIGI;BASE;vitrine;project;2014-08-31;45;3;groot
DS;DIGI;BASE;vitrine;project;2014-09-30;31;3;middel
DS;DIGI;BASE;vitrine;project;2014-10-31;41;3;groot
DS;DIGI;BASE;vitrine;project;2014-11-30;33;3;middel
DS;DIGI;BASE;vitrine;project;2014-12-31;31;3;middel
DS;DIGI;BASE;vitrine;project;2015-01-31;50;3;groot
DS;DIGI;BASE;vitrine;project;2015-02-28;24;3;klein
DS;DIGI;BASE;vitrine;project;2015-03-31;41;3;groot
DS;DIGI;BASE;vitrine;project;2015-04-30;36;3;middel
DS;DIGI;BASE;vitrine;project;2015-05-31;22;3;klein
DS;DIGI;BASE;vitrine;project;2015-06-30;22;3;klein
DS;DIGI;BASE;vitrine;project;2015-07-31;33;3;middel
DS;DIGI;BASE;vitrine;project;2015-08-31;24;3;klein
DS;DIGI;BASE;vitrine;project;2015-09-30;47;3;groot
DS;DIGI;BASE;vitrine;project;2015-10-31;28;3;middel
DS;DIGI;BASE;vitrine;project;2015-11-30;29;3;middel
DS;DIGI;BASE;vitrine;project;2015-12-31;27;3;middel
DS;DIGI;BASE;vitrine;project;2016-01-31;34;3;middel
DS;DIGI;BASE;vitrine;project;2017-03-31;31;3;middel
DS;DIGI;BASE;vitrine;project;2017-04-30;23;3;klein
DS;DIGI;BASE;vitrine;project;2017-05-31;23;3;klein
DS;DIGI;BASE;vitrine;project;2017-06-30;24;3;klein
DS;DIGI;BASE;vitrine;project;2017-07-31;19;3;klein
DS;DIGI;BASE;vitrine;project;2017-08-31;36;3;middel
DS;DIGI;BASE;vitrine;project;2017-09-30;32;3;middel
DS;DIGI;BASE;vitrine;project;2017-10-31;20;3;klein
DS;DIGI;BASE;vitrine;project;2017-11-30;28;3;middel
DS;DIGI;BASE;vitrine;project;2017-12-31;18;3;klein
DS;DIGI;BASE;vitrine;project;2018-01-31;39;3;groot
DS;DIGI;BASE;vitrine;project;2018-02-28;26;3;middel
DS;DIGI;BASE;vitrine;project;2018-03-31;26;3;middel
DS;DIGI;BASE;vitrine;project;2018-04-30;13;3;klein
DS;DIGI;BASE;vitrine;project;2018-05-31;22;3;klein
DS;DIGI;BASE;vitrine;project;2018-06-30;42;3;groot
DS;DIGI;BASE;vitrine;project;2018-07-31;30;3;middel
DS;DIGI;BASE;vitrine;project;2018-08-31;22;3;klein
DS;DIGI;BASE;vitrine;project;2018-09-30;32;3;middel
DS;DIGI;BASE;vitrine;project;2018-10-31;43;3;groot
DS;DIGI;BASE;vitrine;project;2018-11-30;34;3;middel
DS;DIGI;BASE;vitrine;project;2018-12-31;20;3;klein
DS;DIGI;BASE;vitrine;project;2019-01-31;36;3;middel
DS;DIGI;BASE;vitrine;project;2019-02-28;20;3;klein
DS;DIGI;BASE;vitrine;project;2019-03-31;36;3;middel
DS;DIGI;BASE;vitrine;project;2019-04-30;23;3;klein
DS;DIGI;BASE;vitrine;project;2019-05-31;15;3;klein
DS;DIGI;BASE;vitrine;project;2019-06-30;19;3;klein
DS;DIGI;BASE;vitrine;project;2019-07-31;20;3;klein
DS;DIGI;BASE;vitrine;project;2019-08-31;19;3;klein
DS;DIGI;BASE;vitrine;project;2019-09-30;17;3;klein
DS;DIGI;BASE;vitrine;project;2019-10-31;19;3;klein
DS;DIGI;BASE;vitrine;project;2019-11-30;20;3;klein
DS;DIGI;BASE;vitrine;project;2019-12-31;24;3;klein
DS;DIGI;BASE;vitrine;project;2020-01-31;25;3;klein
DS;DIGI;BASE;vitrine;project;2020-02-29;22;3;klein
DS;DIGI;BASE;vitrine;project;2020-03-31;34;3;middel
DS;DIGI;BASE;vitrine;project;2020-04-30;36;3;middel
DS;DIGI;BASE;vitrine;project;2020-05-31;22;3;klein
DS;DIGI;BASE;vitrine;project;2020-06-30;20;3;klein
DS;DIGI;BASE;vitrine;project;2020-07-31;28;3;middel
DS;DIGI;BASE;vitrine;project;2020-08-31;27;3;middel
DS;DIGI;BASE;vitrine;project;2020-09-30;20;3;klein
DS;DIGI;BASE;vitrine;project;2020-10-31;32;3;middel
DS;DIGI;BASE;vitrine;project;2020-11-30;23;3;klein
DS;DIGI;BASE;vitrine;project;2020-12-31;15;3;klein
DS;DIGI;BASE;vitrine;project;2021-01-31;7;3;klein
DS;DIGI;BASE;vitrine;project;2021-02-28;23;3;klein
DS;DIGI;BASE;vitrine;project;2021-03-31;28;3;middel
DS;DIGI;BASE;vitrine;project;2021-04-30;8;3;klein
DS;DIGI;BASE;vitrine;project;2021-05-31;11;3;klein
DS;DIGI;BASE;vitrine;project;2021-06-30;10;3;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2013-05-31;16;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2013-06-30;26;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2013-10-31;14;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2013-11-30;259;4;groot
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2013-12-31;267;4;groot
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2014-04-30;95;4;middel
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2014-05-31;75;4;middel
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2014-09-30;17;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2014-10-31;45;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2014-11-30;57;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2014-12-31;160;4;middel
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2015-01-31;53;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2015-07-31;21;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2015-08-31;17;4;klein
DS;DIGI;PROMO;koppelverkoop;koppelverkoop;2015-09-30;6;4;klein
DS;DIGI;PROMO;koppelverkoop;open comm;2016-05-31;25;5;middel
DS;DIGI;PROMO;koppelverkoop;open comm;2016-06-30;15;5;klein
DS;DIGI;PROMO;koppelverkoop;open comm;2016-07-31;19;5;middel
DS;DIGI;PROMO;koppelverkoop;open comm;2016-08-31;18;5;middel
DS;DIGI;PROMO;koppelverkoop;open comm;2016-09-30;29;5;middel
DS;DIGI;PROMO;koppelverkoop;open comm;2016-11-30;44;5;groot
DS;DIGI;PROMO;koppelverkoop;open comm;2016-12-31;15;5;klein
DS;DIGI;PROMO;koppelverkoop;open comm;2017-01-31;9;5;klein
DS;DIGI;PROMO;koppelverkoop;open comm;2017-02-28;8;5;klein
DS;DIGI;PROMO;koppelverkoop;open comm;2017-03-31;10;5;klein
DS;DIGI;PROMO;koppelverkoop;open comm;2017-04-30;8;5;klein
DS;DIGI;PROMO;korting;content;2019-10-31;41;6;klein
DS;DIGI;PROMO;korting;content;2019-11-30;31;6;klein
DS;DIGI;PROMO;korting;content;2019-12-31;18;6;klein
DS;DIGI;PROMO;korting;content;2020-01-31;39;6;klein
DS;DIGI;PROMO;korting;content;2020-02-29;36;6;klein
DS;DIGI;PROMO;korting;content;2020-03-31;79;6;middel
DS;DIGI;PROMO;korting;content;2020-04-30;154;6;groot
DS;DIGI;PROMO;korting;content;2020-05-31;98;6;middel
DS;DIGI;PROMO;korting;content;2020-06-30;96;6;middel
DS;DIGI;PROMO;korting;content;2020-07-31;7;6;klein
DS;DIGI;PROMO;korting;content;2020-09-30;18;6;klein
DS;DIGI;PROMO;korting;content;2020-10-31;57;6;klein
DS;DIGI;PROMO;korting;content;2020-11-30;83;6;middel
DS;DIGI;PROMO;korting;content;2020-12-31;56;6;klein
DS;DIGI;PROMO;korting;content;2021-01-31;94;6;middel
DS;DIGI;PROMO;korting;content;2021-02-28;61;6;klein
DS;DIGI;PROMO;korting;content;2021-03-31;82;6;middel
DS;DIGI;PROMO;korting;content;2021-04-30;49;6;klein
DS;DIGI;PROMO;korting;content;2021-05-31;44;6;klein
DS;DIGI;PROMO;korting;content;2021-06-30;25;6;klein
DS;DIGI;PROMO;korting;klantendienst;2019-02-28;12;7;middel
DS;DIGI;PROMO;korting;klantendienst;2019-03-31;14;7;middel
DS;DIGI;PROMO;korting;klantendienst;2019-04-30;6;7;klein
DS;DIGI;PROMO;korting;klantendienst;2019-05-31;6;7;klein
DS;DIGI;PROMO;korting;klantendienst;2019-06-30;8;7;klein
DS;DIGI;PROMO;korting;klantendienst;2019-07-31;18;7;groot
DS;DIGI;PROMO;korting;klantendienst;2019-08-31;8;7;klein
DS;DIGI;PROMO;korting;klantendienst;2019-09-30;10;7;middel
DS;DIGI;PROMO;korting;klantendienst;2019-11-30;10;7;middel
DS;DIGI;PROMO;korting;klantendienst;2020-02-29;7;7;klein
DS;DIGI;PROMO;korting;klantendienst;2020-03-31;6;7;klein
DS;DIGI;PROMO;korting;klantendienst;2020-04-30;11;7;middel
DS;DIGI;PROMO;korting;klantendienst;2020-05-31;7;7;klein
DS;DIGI;PROMO;korting;klantendienst;2020-10-31;7;7;klein
DS;DIGI;PROMO;korting;klantendienst;2021-02-28;8;7;klein
DS;DIGI;PROMO;korting;klantendienst;2021-03-31;13;7;middel
DS;DIGI;PROMO;korting;klantendienst;2021-04-30;17;7;groot
DS;DIGI;PROMO;korting;klantendienst;2021-05-31;12;7;middel
DS;DIGI;PROMO;korting;mailing;2016-04-30;13;8;middel
DS;DIGI;PROMO;korting;mailing;2016-05-31;12;8;middel
DS;DIGI;PROMO;korting;mailing;2016-09-30;7;8;klein
DS;DIGI;PROMO;korting;mailing;2016-12-31;31;8;groot
DS;DIGI;PROMO;korting;open comm;2016-12-31;15;9;groot
DS;DIGI;PROMO;korting;open comm;2017-01-31;14;9;middel
DS;DIGI;PROMO;korting;open comm;2017-02-28;7;9;klein
DS;DIGI;PROMO;korting;open comm;2017-03-31;15;9;groot
DS;DIGI;PROMO;korting;overig;2014-05-31;98;10;groot
DS;DIGI;PROMO;korting;overig;2014-06-30;82;10;groot
DS;DIGI;PROMO;korting;overig;2014-09-30;6;10;klein
DS;DIGI;PROMO;korting;overig;2019-09-30;20;10;middel
DS;DIGI;PROMO;korting;overig;2019-10-31;6;10;klein
DS;DIGI;PROMO;korting;overig;2020-12-31;6;10;klein
DS;DIGI;PROMO;korting;overig;2021-04-30;7;10;klein
DS;DIGI;PROMO;korting;overig;2021-05-31;10;10;klein
DS;DIGI;PROMO;korting;project;2014-05-31;80;11;groot
DS;DIGI;PROMO;korting;project;2014-06-30;71;11;groot
DS;DIGI;PROMO;korting;project;2014-07-31;18;11;klein
DS;DIGI;PROMO;korting;project;2014-08-31;22;11;middel
DS;DIGI;PROMO;korting;project;2014-09-30;30;11;middel
DS;DIGI;PROMO;korting;project;2014-10-31;24;11;middel
DS;DIGI;PROMO;korting;project;2014-11-30;11;11;klein
DS;DIGI;PROMO;korting;project;2014-12-31;7;11;klein
DS;DIGI;PROMO;korting;project;2015-01-31;13;11;klein
DS;DIGI;PROMO;korting;project;2015-02-28;15;11;klein
DS;DIGI;PROMO;korting;project;2015-03-31;21;11;middel
DS;DIGI;PROMO;korting;project;2015-04-30;18;11;klein
DS;DIGI;PROMO;korting;project;2015-05-31;13;11;klein
DS;DIGI;PROMO;korting;project;2015-07-31;7;11;klein
DS;DIGI;PROMO;korting;project;2015-08-31;6;11;klein
DS;DIGI;PROMO;korting;project;2015-09-30;11;11;klein
DS;DIGI;PROMO;korting;project;2015-10-31;6;11;klein
DS;DIGI;PROMO;korting;project;2015-12-31;8;11;klein
DS;DIGI;PROMO;korting;project;2016-01-31;6;11;klein
DS;DIGI;PROMO;korting;project;2018-02-28;6;11;klein
DS;DIGI;PROMO;korting;project;2018-03-31;60;11;groot
DS;DIGI;PROMO;korting;project;2018-04-30;42;11;middel
DS;DIGI;PROMO;korting;project;2018-06-30;9;11;klein
DS;DIGI;PROMO;korting;project;2018-07-31;7;11;klein
DS;DIGI;PROMO;korting;project;2018-08-31;7;11;klein
DS;DIGI;PROMO;korting;project;2018-09-30;13;11;klein
DS;DIGI;PROMO;korting;project;2018-10-31;10;11;klein
DS;DIGI;PROMO;korting;project;2018-11-30;10;11;klein
DS;DIGI;PROMO;korting;project;2018-12-31;11;11;klein
DS;DIGI;PROMO;korting;project;2019-01-31;9;11;klein
DS;DIGI;PROMO;korting;project;2019-02-28;12;11;klein
DS;DIGI;PROMO;korting;project;2019-03-31;9;11;klein
DS;DIGI;PROMO;korting;project;2019-05-31;31;11;middel
DS;DIGI;PROMO;korting;project;2019-06-30;16;11;klein
DS;DIGI;PROMO;korting;project;2019-08-31;7;11;klein
DS;DIGI;STUDENTS;korting;student;2013-11-30;26;19;middel
DS;DIGI;STUDENTS;korting;student;2013-12-31;78;19;groot
DS;DIGI;STUDENTS;korting;student;2014-09-30;26;19;middel
DS;DIGI;STUDENTS;korting;student;2014-10-31;71;19;groot
DS;DIGI;STUDENTS;korting;student;2014-11-30;18;19;middel
DS;DIGI;STUDENTS;korting;student;2014-12-31;8;19;klein
DS;DIGI;STUDENTS;korting;student;2015-01-31;14;19;klein
DS;DIGI;STUDENTS;korting;student;2015-02-28;8;19;klein
DS;DIGI;STUDENTS;korting;student;2015-03-31;11;19;klein
DS;DIGI;STUDENTS;korting;student;2015-05-31;11;19;klein
DS;DIGI;STUDENTS;korting;student;2015-07-31;6;19;klein
DS;DIGI;STUDENTS;korting;student;2016-10-31;20;19;middel
DS;DIGI;STUDENTS;korting;student;2016-11-30;6;19;klein
DS;DIGI;STUDENTS;korting;student;2016-12-31;13;19;klein
DS;DIGI;STUDENTS;korting;student;2017-02-28;8;19;klein
DS;DIGI;STUDENTS;korting;student;2017-03-31;10;19;klein
DS;DIGI;STUDENTS;korting;student;2017-04-30;6;19;klein
DS;DIGI;STUDENTS;korting;student;2017-08-31;8;19;klein
DS;DIGI;STUDENTS;korting;student;2017-10-31;24;19;middel
DS;DIGI;STUDENTS;korting;student;2017-11-30;6;19;klein
DS;DIGI;STUDENTS;korting;student;2017-12-31;12;19;klein
DS;DIGI;STUDENTS;korting;student;2018-02-28;12;19;klein
DS;DIGI;STUDENTS;korting;student;2018-03-31;16;19;klein
DS;DIGI;STUDENTS;korting;student;2018-04-30;9;19;klein
DS;DIGI;STUDENTS;korting;student;2018-06-30;6;19;klein
DS;DIGI;STUDENTS;korting;student;2018-08-31;10;19;klein
DS;DIGI;STUDENTS;korting;student;2018-09-30;15;19;klein
DS;DIGI;STUDENTS;korting;student;2018-10-31;24;19;middel
DS;DIGI;STUDENTS;korting;student;2018-11-30;15;19;klein
DS;DIGI;STUDENTS;korting;student;2018-12-31;13;19;klein
DS;DIGI;STUDENTS;korting;student;2019-01-31;15;19;klein
DS;DIGI;STUDENTS;korting;student;2019-02-28;11;19;klein
DS;DIGI;STUDENTS;korting;student;2019-03-31;9;19;klein
DS;DIGI;STUDENTS;korting;student;2019-04-30;11;19;klein
DS;DIGI;STUDENTS;korting;student;2019-05-31;8;19;klein
DS;DIGI;STUDENTS;korting;student;2019-06-30;8;19;klein
DS;DIGI;PROMO;korting;winback;2014-09-30;10;12;middel
DS;DIGI;PROMO;korting;winback;2014-10-31;11;12;middel
DS;DIGI;PROMO;korting;winback;2014-12-31;12;12;middel
DS;DIGI;PROMO;korting;winback;2015-01-31;11;12;middel
DS;DIGI;PROMO;korting;winback;2015-06-30;7;12;klein
DS;DIGI;PROMO;korting;winback;2015-07-31;12;12;middel
DS;DIGI;PROMO;korting;winback;2015-08-31;15;12;groot
DS;DIGI;PROMO;korting;winback;2015-09-30;19;12;groot
DS;DIGI;PROMO;korting;winback;2015-10-31;10;12;middel
DS;DIGI;PROMO;korting;winback;2015-11-30;10;12;middel
DS;DIGI;PROMO;korting;winback;2015-12-31;6;12;klein
DS;DIGI;PROMO;korting;winback;2017-03-31;7;12;klein
DS;DIGI;PROMO;korting;winback;2020-04-30;6;12;klein
DS;DIGI;PROMO;overig;overig;2014-05-31;6;13;klein
DS;DIGI;PROMO;overig;overig;2014-06-30;27;13;middel
DS;DIGI;PROMO;overig;project;2014-03-31;10;14;klein
DS;DIGI;STUDENTS;overig;student;2020-09-30;17;20;middel
DS;DIGI;STUDENTS;overig;student;2020-10-31;24;20;groot
DS;DIGI;STUDENTS;overig;student;2020-11-30;17;20;middel
DS;DIGI;STUDENTS;overig;student;2020-12-31;8;20;klein
DS;DIGI;STUDENTS;overig;student;2021-02-28;18;20;middel
DS;DIGI;STUDENTS;overig;student;2021-03-31;15;20;middel
DS;DIGI;STUDENTS;overig;student;2021-05-31;6;20;klein
DS;DIGI;STUDENTS;overig;student;2021-06-30;6;20;klein
DS;DIGI;PROMO;tolpoort;overig;2020-04-30;6;15;klein
DS;DIGI;PROMO;tolpoort;overig;2020-06-30;16;15;middel
DS;DIGI;PROMO;tolpoort;tolpoort;2014-01-31;149;16;groot
DS;DIGI;PROMO;tolpoort;tolpoort;2014-02-28;131;16;groot
DS;DIGI;PROMO;tolpoort;tolpoort;2014-03-31;86;16;middel
DS;DIGI;PROMO;tolpoort;tolpoort;2014-04-30;67;16;middel
DS;DIGI;PROMO;tolpoort;tolpoort;2014-05-31;96;16;middel
DS;DIGI;PROMO;tolpoort;tolpoort;2014-06-30;29;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2014-07-31;19;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2014-08-31;12;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2014-09-30;10;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2014-10-31;41;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2014-11-30;9;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2014-12-31;9;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2016-08-31;11;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2016-09-30;8;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2016-11-30;17;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-01-31;8;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-03-31;25;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-04-30;19;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-05-31;8;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-06-30;11;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-07-31;11;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-11-30;16;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2017-12-31;18;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-01-31;10;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-02-28;7;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-03-31;9;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-04-30;7;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-05-31;6;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-06-30;11;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-07-31;11;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-08-31;7;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-09-30;8;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2018-11-30;6;16;klein
DS;DIGI;PROMO;tolpoort;tolpoort;2019-01-31;6;16;klein
DS;DIGI;PROMO;vitrine;overig;2016-01-31;16;17;middel
DS;DIGI;PROMO;vitrine;overig;2016-02-29;12;17;klein
DS;DIGI;PROMO;vitrine;overig;2016-03-31;13;17;klein
DS;DIGI;PROMO;vitrine;overig;2016-04-30;13;17;klein
DS;DIGI;PROMO;vitrine;overig;2016-05-31;26;17;groot
DS;DIGI;PROMO;vitrine;overig;2016-06-30;17;17;middel
DS;DIGI;PROMO;vitrine;overig;2016-07-31;21;17;middel
DS;DIGI;PROMO;vitrine;overig;2016-08-31;11;17;klein
DS;DIGI;PROMO;vitrine;overig;2016-09-30;26;17;groot
DS;DIGI;PROMO;vitrine;overig;2016-10-31;13;17;klein
DS;DIGI;PROMO;vitrine;overig;2016-11-30;13;17;klein
DS;DIGI;PROMO;vitrine;overig;2016-12-31;9;17;klein
DS;DIGI;PROMO;vitrine;project;2014-01-31;162;18;groot
DS;DIGI;PROMO;vitrine;project;2014-02-28;117;18;middel
DS;DIGI;PROMO;vitrine;project;2014-03-31;92;18;middel
DS;DIGI;PROMO;vitrine;project;2014-04-30;95;18;middel
DS;DIGI;PROMO;vitrine;project;2014-05-31;150;18;groot
DS;DIGI;PROMO;vitrine;project;2014-06-30;89;18;middel
DS;DIGI;PROMO;vitrine;project;2014-07-31;107;18;middel
DS;DIGI;PROMO;vitrine;project;2014-08-31;175;18;groot
DS;DIGI;PROMO;vitrine;project;2014-09-30;125;18;groot
DS;DIGI;PROMO;vitrine;project;2014-10-31;158;18;groot
DS;DIGI;PROMO;vitrine;project;2014-11-30;133;18;groot
DS;DIGI;PROMO;vitrine;project;2014-12-31;88;18;middel
DS;DIGI;PROMO;vitrine;project;2015-01-31;192;18;groot
DS;DIGI;PROMO;vitrine;project;2015-02-28;75;18;middel
DS;DIGI;PROMO;vitrine;project;2015-03-31;130;18;groot
DS;DIGI;PROMO;vitrine;project;2015-04-30;75;18;middel
DS;DIGI;PROMO;vitrine;project;2015-05-31;78;18;middel
DS;DIGI;PROMO;vitrine;project;2015-06-30;35;18;klein
DS;DIGI;PROMO;vitrine;project;2015-07-31;19;18;klein
DS;DIGI;PROMO;vitrine;project;2015-08-31;17;18;klein
DS;DIGI;PROMO;vitrine;project;2015-09-30;35;18;klein
DS;DIGI;PROMO;vitrine;project;2015-10-31;15;18;klein
DS;DIGI;PROMO;vitrine;project;2015-11-30;17;18;klein
DS;DIGI;PROMO;vitrine;project;2015-12-31;9;18;klein
DS;DIGI;PROMO;vitrine;project;2016-01-31;8;18;klein
DS;DIGI;PROMO;vitrine;project;2017-03-31;20;18;klein
DS;DIGI;PROMO;vitrine;project;2017-04-30;29;18;klein
DS;DIGI;PROMO;vitrine;project;2017-05-31;33;18;klein
DS;DIGI;PROMO;vitrine;project;2017-06-30;25;18;klein
DS;DIGI;PROMO;vitrine;project;2017-07-31;35;18;klein
DS;DIGI;PROMO;vitrine;project;2017-08-31;62;18;middel
DS;DIGI;PROMO;vitrine;project;2017-09-30;30;18;klein
DS;DIGI;PROMO;vitrine;project;2017-10-31;34;18;klein
DS;DIGI;PROMO;vitrine;project;2017-11-30;49;18;klein
DS;DIGI;PROMO;vitrine;project;2017-12-31;38;18;klein
DS;DIGI;PROMO;vitrine;project;2018-01-31;27;18;klein
DS;DIGI;PROMO;vitrine;project;2018-02-28;31;18;klein
DS;DIGI;PROMO;vitrine;project;2018-03-31;24;18;klein
DS;DIGI;PROMO;vitrine;project;2018-04-30;22;18;klein
DS;DIGI;PROMO;vitrine;project;2018-05-31;23;18;klein
DS;DIGI;PROMO;vitrine;project;2018-06-30;48;18;klein
DS;DIGI;PROMO;vitrine;project;2018-07-31;35;18;klein
DS;DIGI;PROMO;vitrine;project;2018-08-31;58;18;klein
DS;DIGI;PROMO;vitrine;project;2018-09-30;31;18;klein
DS;DIGI;PROMO;vitrine;project;2018-10-31;48;18;klein
DS;DIGI;PROMO;vitrine;project;2018-11-30;52;18;klein
DS;DIGI;PROMO;vitrine;project;2018-12-31;30;18;klein
DS;DIGI;PROMO;vitrine;project;2019-01-31;44;18;klein
DS;DIGI;PROMO;vitrine;project;2019-02-28;29;18;klein
DS;DIGI;PROMO;vitrine;project;2019-03-31;43;18;klein
DS;DIGI;PROMO;vitrine;project;2019-04-30;30;18;klein
DS;DIGI;PROMO;vitrine;project;2019-05-31;29;18;klein
DS;DIGI;PROMO;vitrine;project;2019-06-30;36;18;klein
DS;DIGI;PROMO;vitrine;project;2019-07-31;28;18;klein
DS;DIGI;PROMO;vitrine;project;2019-08-31;38;18;klein
DS;DIGI;PROMO;vitrine;project;2019-09-30;38;18;klein
DS;DIGI;PROMO;vitrine;project;2019-10-31;29;18;klein
DS;DIGI;PROMO;vitrine;project;2019-11-30;23;18;klein
DS;DIGI;PROMO;vitrine;project;2019-12-31;40;18;klein
DS;DIGI;PROMO;vitrine;project;2020-01-31;31;18;klein
DS;DIGI;PROMO;vitrine;project;2020-02-29;33;18;klein
DS;DIGI;PROMO;vitrine;project;2020-03-31;85;18;middel
