Date;included;brand;packagetype;prijstype;KanaalType;Actie_Type;clusters;inflow;month
2021-10-31;0;NB;ZADI;PROMO;tolpoort;project;middel;245;10
2021-10-31;0;NB;ZADI;PROMO;tolpoort;tolpoort;groot;1395;10
2021-10-31;0;NB;ZADI;PROMO;tolpoort;tolpoort;klein;39;10
2021-10-31;0;NB;ZADI;PROMO;tolpoort;tolpoort;middel;586;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;geschenkactie;groot;123;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;geschenkactie;klein;17;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;geschenkactie;middel;40;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;overig;klein;15;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;project;groot;1283;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;project;klein;99;10
2021-10-31;0;NB;ZADI;PROMO;vitrine;project;middel;460;10
2021-10-31;0;NB;ZADI;SPONSOR;gratis maanden;Gratis maanden;klein;3409;10
2021-10-31;0;NB;ZADI;SPONSOR;gratis maanden;project;klein;12;10
2021-10-31;0;NB;ZADI;SPONSOR;gratis maanden;project;middel;18;10
2021-10-31;0;NB;ZADI;SPONSOR;tolpoort;project;groot;4001;10
2021-10-31;0;NB;ZADI;SPONSOR;tolpoort;project;klein;585;10
2021-10-31;0;NB;ZADI;SPONSOR;tolpoort;project;middel;2472;10
2021-10-31;0;NB;ZADI;STUNT;korting;klantendienst;klein;29;10
2021-10-31;0;NB;ZADI;STUNT;korting;klantendienst;middel;58;10
2021-10-31;0;NB;ZADI;STUNT;korting;project;klein;26;10
2021-10-31;0;NB;ZADI;STUNT;stunt;1week1euro;groot;7518;10
2021-10-31;0;NB;ZADI;STUNT;stunt;1week1euro;klein;221;10
2021-10-31;0;NB;ZADI;STUNT;stunt;1week1euro;middel;2652;10
2021-10-31;0;NB;ZADI;STUNT;tolpoort;tolpoort;groot;470;10
2021-10-31;0;NB;ZADI;STUNT;tolpoort;tolpoort;klein;38;10
2021-10-31;0;NB;ZADI;STUNT;tolpoort;tolpoort;middel;178;10
2021-10-31;0;NB;ZADI;STUNT;vitrine;project;groot;232;10
2021-10-31;0;NB;ZADI;STUNT;vitrine;project;klein;62;10
2021-10-31;0;NB;ZADI;STUNT;vitrine;project;middel;141;10
2021-11-30;0;BVL;DIGI;BASE;korting;klantendienst;groot;315;11
2021-11-30;0;BVL;DIGI;BASE;korting;klantendienst;klein;39;11
2021-11-30;0;BVL;DIGI;BASE;korting;klantendienst;middel;126;11
2021-11-30;0;BVL;DIGI;BASE;overig;mailing;klein;12;11
2021-11-30;0;BVL;DIGI;BASE;overig;mailing;middel;24;11
2021-11-30;0;BVL;DIGI;BASE;tolpoort;project;klein;10;11
2021-11-30;0;BVL;DIGI;BASE;vitrine;project;groot;120;11
2021-11-30;0;BVL;DIGI;BASE;vitrine;project;klein;19;11
2021-11-30;0;BVL;DIGI;BASE;vitrine;project;middel;50;11
2021-11-30;0;BVL;DIGI;FREE;gratis maanden;Gratis maanden;klein;13;11
2021-11-30;0;BVL;DIGI;FREE;korting;klantendienst;groot;76;11
2021-11-30;0;BVL;DIGI;FREE;korting;klantendienst;klein;15;11
2021-11-30;0;BVL;DIGI;FREE;korting;klantendienst;middel;43;11
2021-11-30;0;BVL;DIGI;PROMO;koppelverkoop;koppelverkoop;groot;188;11
2021-11-30;0;BVL;DIGI;PROMO;koppelverkoop;koppelverkoop;klein;29;11
2021-11-30;0;BVL;DIGI;PROMO;koppelverkoop;koppelverkoop;middel;106;11
2021-11-30;0;BVL;DIGI;PROMO;koppelverkoop;open comm;groot;60;11
2021-11-30;0;BVL;DIGI;PROMO;koppelverkoop;open comm;klein;15;11
2021-11-30;0;BVL;DIGI;PROMO;koppelverkoop;open comm;middel;30;11
2021-11-30;0;BVL;DIGI;PROMO;korting;klantendienst;groot;150;11
2021-11-30;0;BVL;DIGI;PROMO;korting;klantendienst;klein;17;11
2021-11-30;0;BVL;DIGI;PROMO;korting;klantendienst;middel;78;11
2021-11-30;0;BVL;DIGI;PROMO;korting;mailing;groot;20;11
2021-11-30;0;BVL;DIGI;PROMO;korting;mailing;klein;10;11
2021-11-30;0;BVL;DIGI;PROMO;korting;mailing;middel;13;11
2021-11-30;0;BVL;DIGI;PROMO;korting;overig;groot;36;11
2021-11-30;0;BVL;DIGI;PROMO;korting;overig;klein;11;11
2021-11-30;0;BVL;DIGI;PROMO;korting;overig;middel;17;11
2021-11-30;0;BVL;DIGI;PROMO;korting;winback;groot;59;11
2021-11-30;0;BVL;DIGI;PROMO;korting;winback;klein;10;11
2021-11-30;0;BVL;DIGI;PROMO;korting;winback;middel;34;11
2021-11-30;0;BVL;DIGI;PROMO;overig;open comm;groot;25;11
2021-11-30;0;BVL;DIGI;PROMO;overig;open comm;klein;14;11
2021-11-30;0;BVL;DIGI;PROMO;overig;open comm;middel;15;11
2021-11-30;0;BVL;DIGI;PROMO;overig;overig;groot;3916;11
2021-11-30;0;BVL;DIGI;PROMO;overig;overig;klein;107;11
2021-11-30;0;BVL;DIGI;PROMO;overig;overig;middel;1733;11
2021-11-30;0;BVL;DIGI;PROMO;overig;project;groot;35;11
2021-11-30;0;BVL;DIGI;PROMO;overig;project;klein;14;11
2021-11-30;0;BVL;DIGI;PROMO;overig;project;middel;23;11
2021-11-30;0;BVL;DIGI;PROMO;tolpoort;mailing;klein;12;11
2021-11-30;0;BVL;DIGI;PROMO;tolpoort;project;groot;163;11
2021-11-30;0;BVL;DIGI;PROMO;tolpoort;project;klein;51;11
2021-11-30;0;BVL;DIGI;PROMO;tolpoort;project;middel;112;11
2021-11-30;0;BVL;DIGI;PROMO;vitrine;project;groot;159;11
2021-11-30;0;BVL;DIGI;PROMO;vitrine;project;klein;46;11
2021-11-30;0;BVL;DIGI;PROMO;vitrine;project;middel;90;11
2021-11-30;0;BVL;FRACTIONS;BASE;geschenk;geschenkactie;groot;136;11
2021-11-30;0;BVL;FRACTIONS;BASE;geschenk;geschenkactie;klein;12;11
2021-11-30;0;BVL;FRACTIONS;BASE;geschenk;geschenkactie;middel;21;11
2021-11-30;0;BVL;FRACTIONS;BASE;korting;klantendienst;groot;103;11
2021-11-30;0;BVL;FRACTIONS;BASE;korting;klantendienst;klein;31;11
2021-11-30;0;BVL;FRACTIONS;BASE;korting;klantendienst;middel;62;11
2021-11-30;0;BVL;FRACTIONS;BASE;korting;winback;klein;11;11
2021-11-30;0;BVL;FRACTIONS;BASE;vitrine;project;groot;29;11
2021-11-30;0;BVL;FRACTIONS;BASE;vitrine;project;klein;10;11
2021-11-30;0;BVL;FRACTIONS;BASE;vitrine;project;middel;18;11
2021-11-30;0;BVL;FRACTIONS;PROMO;geschenk;geschenkactie;groot;140;11
2021-11-30;0;BVL;FRACTIONS;PROMO;geschenk;geschenkactie;klein;47;11
2021-11-30;0;BVL;FRACTIONS;PROMO;geschenk;geschenkactie;middel;82;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;klantendienst;groot;36;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;klantendienst;klein;10;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;klantendienst;middel;20;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;overig;groot;31;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;overig;klein;10;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;overig;middel;13;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;winback;groot;38;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;winback;klein;14;11
2021-11-30;0;BVL;FRACTIONS;PROMO;korting;winback;middel;24;11
2021-11-30;0;BVL;FRACTIONS;PROMO;vitrine;project;groot;30;11
2021-11-30;0;BVL;FRACTIONS;PROMO;vitrine;project;klein;10;11
2021-11-30;0;BVL;FRACTIONS;PROMO;vitrine;project;middel;12;11
2021-11-30;0;BVL;FULL;BASE;geschenk;geschenkactie;groot;61;11
2021-11-30;0;BVL;FULL;BASE;geschenk;geschenkactie;klein;12;11
2021-11-30;0;BVL;FULL;BASE;geschenk;geschenkactie;middel;22;11
2021-11-30;0;BVL;FULL;BASE;korting;klantendienst;groot;1012;11
2021-11-30;0;BVL;FULL;BASE;korting;klantendienst;klein;239;11
2021-11-30;0;BVL;FULL;BASE;korting;klantendienst;middel;565;11
2021-11-30;0;BVL;FULL;BASE;korting;overig;groot;35;11
2021-11-30;0;BVL;FULL;BASE;korting;overig;klein;10;11
2021-11-30;0;BVL;FULL;BASE;korting;overig;middel;12;11
2021-11-30;0;BVL;FULL;BASE;overig;overig;groot;115;11
2021-11-30;0;BVL;FULL;BASE;overig;overig;klein;30;11
2021-11-30;0;BVL;FULL;BASE;overig;overig;middel;66;11
2021-11-30;0;BVL;FULL;BASE;vitrine;project;groot;294;11
2021-11-30;0;BVL;FULL;BASE;vitrine;project;klein;59;11
2021-11-30;0;BVL;FULL;BASE;vitrine;project;middel;171;11
2021-11-30;0;BVL;FULL;FREE;korting;klantendienst;groot;31;11
2021-11-30;0;BVL;FULL;FREE;korting;klantendienst;klein;13;11
2021-11-30;0;BVL;FULL;FREE;korting;klantendienst;middel;20;11
2021-11-30;0;BVL;FULL;PROMO;geschenk;geschenkactie;groot;542;11
2021-11-30;0;BVL;FULL;PROMO;geschenk;geschenkactie;klein;34;11
2021-11-30;0;BVL;FULL;PROMO;geschenk;geschenkactie;middel;232;11
2021-11-30;0;BVL;FULL;PROMO;gratis maanden;Gratis maanden;groot;103;11
2021-11-30;0;BVL;FULL;PROMO;gratis maanden;Gratis maanden;klein;16;11
2021-11-30;0;BVL;FULL;PROMO;gratis maanden;Gratis maanden;middel;42;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;koppelverkoop;groot;369;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;koppelverkoop;klein;30;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;koppelverkoop;middel;164;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;open comm;groot;233;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;open comm;klein;37;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;open comm;middel;111;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;project;klein;14;11
2021-11-30;0;BVL;FULL;PROMO;koppelverkoop;project;middel;37;11
2021-11-30;0;BVL;FULL;PROMO;korting;dm;groot;458;11
2021-11-30;0;BVL;FULL;PROMO;korting;dm;klein;86;11
2021-11-30;0;BVL;FULL;PROMO;korting;dm;middel;228;11
2021-11-30;0;BVL;FULL;PROMO;korting;klantendienst;groot;686;11
2021-11-30;0;BVL;FULL;PROMO;korting;klantendienst;klein;100;11
2021-11-30;0;BVL;FULL;PROMO;korting;klantendienst;middel;379;11
2021-11-30;0;BVL;FULL;PROMO;korting;mailing;groot;320;11
2021-11-30;0;BVL;FULL;PROMO;korting;mailing;klein;37;11
2021-11-30;0;BVL;FULL;PROMO;korting;mailing;middel;146;11
2021-11-30;0;BVL;FULL;PROMO;korting;open comm;groot;97;11
2021-11-30;0;BVL;FULL;PROMO;korting;open comm;klein;12;11
2021-11-30;0;BVL;FULL;PROMO;korting;open comm;middel;25;11
2021-11-30;0;BVL;FULL;PROMO;korting;overig;groot;172;11
2021-11-30;0;BVL;FULL;PROMO;korting;overig;klein;33;11
2021-11-30;0;BVL;FULL;PROMO;korting;overig;middel;67;11
2021-11-30;0;BVL;FULL;PROMO;korting;project;groot;558;11
2021-11-30;0;BVL;FULL;PROMO;korting;project;klein;65;11
2021-11-30;0;BVL;FULL;PROMO;korting;project;middel;223;11
2021-11-30;0;BVL;FULL;PROMO;korting;winback;groot;418;11
2021-11-30;0;BVL;FULL;PROMO;korting;winback;klein;91;11
2021-11-30;0;BVL;FULL;PROMO;korting;winback;middel;229;11
2021-11-30;0;BVL;FULL;PROMO;overig;mailing;groot;75;11
2021-11-30;0;BVL;FULL;PROMO;overig;mailing;klein;18;11
2021-11-30;0;BVL;FULL;PROMO;overig;mailing;middel;49;11
2021-11-30;0;BVL;FULL;PROMO;overig;open comm;groot;16;11
2021-11-30;0;BVL;FULL;PROMO;overig;open comm;klein;10;11
2021-11-30;0;BVL;FULL;PROMO;overig;open comm;middel;11;11
2021-11-30;0;BVL;FULL;PROMO;overig;overig;groot;294;11
2021-11-30;0;BVL;FULL;PROMO;overig;overig;klein;34;11
2021-11-30;0;BVL;FULL;PROMO;overig;overig;middel;144;11
2021-11-30;0;BVL;FULL;PROMO;overig;project;groot;57;11
2021-11-30;0;BVL;FULL;PROMO;overig;project;klein;20;11
2021-11-30;0;BVL;FULL;PROMO;overig;project;middel;34;11
2021-11-30;0;BVL;FULL;PROMO;tolpoort;overig;klein;11;11
2021-11-30;0;BVL;FULL;PROMO;tolpoort;project;groot;19;11
2021-11-30;0;BVL;FULL;PROMO;tolpoort;project;klein;11;11
2021-11-30;0;BVL;FULL;PROMO;tolpoort;project;middel;14;11
2021-11-30;0;BVL;FULL;PROMO;vitrine;geschenkactie;groot;77;11
2021-11-30;0;BVL;FULL;PROMO;vitrine;geschenkactie;klein;12;11
2021-11-30;0;BVL;FULL;PROMO;vitrine;geschenkactie;middel;25;11
2021-11-30;0;BVL;FULL;PROMO;vitrine;project;groot;1325;11
2021-11-30;0;BVL;FULL;PROMO;vitrine;project;klein;50;11
2021-11-30;0;BVL;FULL;PROMO;vitrine;project;middel;468;11
2021-11-30;0;BVL;FULL;SPONSOR;gratis maanden;Gratis maanden;groot;2015;11
2021-11-30;0;BVL;FULL;SPONSOR;gratis maanden;Gratis maanden;klein;134;11
2021-11-30;0;BVL;FULL;SPONSOR;gratis maanden;Gratis maanden;middel;1095;11
2021-11-30;0;BVL;PLUS;BASE;korting;klantendienst;groot;145;11
2021-11-30;0;BVL;PLUS;BASE;korting;klantendienst;klein;37;11
2021-11-30;0;BVL;PLUS;BASE;korting;klantendienst;middel;77;11
2021-11-30;0;BVL;PLUS;BASE;tolpoort;project;groot;63;11
2021-11-30;0;BVL;PLUS;BASE;tolpoort;project;klein;16;11
2021-11-30;0;BVL;PLUS;BASE;tolpoort;project;middel;30;11
2021-11-30;0;BVL;PLUS;BASE;vitrine;project;groot;185;11
2021-11-30;0;BVL;PLUS;BASE;vitrine;project;klein;36;11
2021-11-30;0;BVL;PLUS;BASE;vitrine;project;middel;106;11
2021-11-30;0;BVL;PLUS;FREE;gratis maanden;Gratis maanden;klein;345;11
2021-11-30;0;BVL;PLUS;FREE;gratis maanden;Gratis maanden;middel;554;11
2021-11-30;0;BVL;PLUS;FREE;vitrine;project;klein;33;11
2021-11-30;0;BVL;PLUS;PROMO;korting;klantendienst;groot;60;11
2021-11-30;0;BVL;PLUS;PROMO;korting;klantendienst;klein;10;11
2021-11-30;0;BVL;PLUS;PROMO;korting;klantendienst;middel;21;11
2021-11-30;0;BVL;PLUS;PROMO;korting;open comm;groot;84;11
2021-11-30;0;BVL;PLUS;PROMO;korting;open comm;klein;25;11
2021-11-30;0;BVL;PLUS;PROMO;korting;open comm;middel;50;11
2021-11-30;0;BVL;PLUS;PROMO;korting;project;groot;56;11
2021-11-30;0;BVL;PLUS;PROMO;korting;project;klein;13;11
2021-11-30;0;BVL;PLUS;PROMO;korting;project;middel;33;11
2021-11-30;0;BVL;PLUS;PROMO;overig;overig;groot;64;11
2021-11-30;0;BVL;PLUS;PROMO;overig;overig;klein;24;11
2021-11-30;0;BVL;PLUS;PROMO;overig;overig;middel;32;11
2021-11-30;0;BVL;PLUS;PROMO;overig;project;klein;11;11
2021-11-30;0;BVL;PLUS;PROMO;overig;project;middel;12;11
2021-11-30;0;BVL;PLUS;PROMO;stunt;1week1euro;klein;17;11
2021-11-30;0;BVL;PLUS;PROMO;tolpoort;project;groot;181;11
2021-11-30;0;BVL;PLUS;PROMO;tolpoort;project;klein;18;11
2021-11-30;0;BVL;PLUS;PROMO;tolpoort;project;middel;114;11
2021-11-30;0;BVL;PLUS;PROMO;tolpoort;tolpoort;groot;638;11
2021-11-30;0;BVL;PLUS;PROMO;tolpoort;tolpoort;klein;181;11
2021-11-30;0;BVL;PLUS;PROMO;tolpoort;tolpoort;middel;406;11
2021-11-30;0;BVL;PLUS;PROMO;vitrine;project;groot;495;11
2021-11-30;0;BVL;PLUS;PROMO;vitrine;project;klein;81;11
2021-11-30;0;BVL;PLUS;PROMO;vitrine;project;middel;235;11
2021-11-30;0;BVL;PLUS;STUNT;gratis maanden;Gratis maanden;klein;31;11
2021-11-30;0;BVL;PLUS;STUNT;tolpoort;tolpoort;groot;600;11
2021-11-30;0;BVL;PLUS;STUNT;tolpoort;tolpoort;klein;197;11
2021-11-30;0;BVL;PLUS;STUNT;tolpoort;tolpoort;middel;330;11
2021-11-30;0;BVL;ZADI;BASE;korting;klantendienst;groot;511;11
2021-11-30;0;BVL;ZADI;BASE;korting;klantendienst;klein;27;11
2021-11-30;0;BVL;ZADI;BASE;korting;klantendienst;middel;311;11
2021-11-30;0;BVL;ZADI;BASE;korting;overig;groot;150;11
2021-11-30;0;BVL;ZADI;BASE;korting;overig;klein;21;11
2021-11-30;0;BVL;ZADI;BASE;korting;overig;middel;109;11
2021-11-30;0;BVL;ZADI;BASE;vitrine;project;groot;227;11
2021-11-30;0;BVL;ZADI;BASE;vitrine;project;klein;30;11
2021-11-30;0;BVL;ZADI;BASE;vitrine;project;middel;81;11
2021-11-30;0;BVL;ZADI;FREE;korting;klantendienst;middel;12;11
2021-11-30;0;BVL;ZADI;PROMO;geschenk;geschenkactie;groot;93;11
2021-11-30;0;BVL;ZADI;PROMO;geschenk;geschenkactie;klein;21;11
2021-11-30;0;BVL;ZADI;PROMO;geschenk;geschenkactie;middel;54;11
2021-11-30;0;BVL;ZADI;PROMO;gratis maanden;Gratis maanden;klein;25;11
2021-11-30;0;BVL;ZADI;PROMO;gratis maanden;Gratis maanden;middel;450;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;koppelverkoop;groot;47;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;koppelverkoop;klein;16;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;koppelverkoop;middel;34;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;open comm;groot;68;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;open comm;klein;20;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;open comm;middel;39;11
2021-11-30;0;BVL;ZADI;PROMO;koppelverkoop;project;klein;26;11
2021-11-30;0;BVL;ZADI;PROMO;korting;dm;groot;180;11
2021-11-30;0;BVL;ZADI;PROMO;korting;dm;klein;24;11
2021-11-30;0;BVL;ZADI;PROMO;korting;dm;middel;100;11
2021-11-30;0;BVL;ZADI;PROMO;korting;klantendienst;groot;253;11
2021-11-30;0;BVL;ZADI;PROMO;korting;klantendienst;klein;26;11
2021-11-30;0;BVL;ZADI;PROMO;korting;klantendienst;middel;160;11
2021-11-30;0;BVL;ZADI;PROMO;korting;mailing;groot;76;11
2021-11-30;0;BVL;ZADI;PROMO;korting;mailing;klein;19;11
2021-11-30;0;BVL;ZADI;PROMO;korting;mailing;middel;42;11
2021-11-30;0;BVL;ZADI;PROMO;korting;open comm;groot;149;11
2021-11-30;0;BVL;ZADI;PROMO;korting;open comm;klein;32;11
2021-11-30;0;BVL;ZADI;PROMO;korting;open comm;middel;87;11
2021-11-30;0;BVL;ZADI;PROMO;korting;overig;groot;17;11
2021-11-30;0;BVL;ZADI;PROMO;korting;overig;klein;10;11
2021-11-30;0;BVL;ZADI;PROMO;korting;overig;middel;14;11
2021-11-30;0;BVL;ZADI;PROMO;korting;project;groot;186;11
2021-11-30;0;BVL;ZADI;PROMO;korting;project;klein;34;11
2021-11-30;0;BVL;ZADI;PROMO;korting;project;middel;90;11
2021-11-30;0;BVL;ZADI;PROMO;korting;winback;groot;50;11
2021-11-30;0;BVL;ZADI;PROMO;korting;winback;klein;17;11
2021-11-30;0;BVL;ZADI;PROMO;korting;winback;middel;31;11
2021-11-30;0;BVL;ZADI;PROMO;overig;mailing;klein;17;11
2021-11-30;0;BVL;ZADI;PROMO;overig;open comm;groot;46;11
2021-11-30;0;BVL;ZADI;PROMO;overig;open comm;klein;23;11
2021-11-30;0;BVL;ZADI;PROMO;overig;open comm;middel;40;11
2021-11-30;0;BVL;ZADI;PROMO;overig;overig;groot;532;11
2021-11-30;0;BVL;ZADI;PROMO;overig;overig;klein;15;11
2021-11-30;0;BVL;ZADI;PROMO;overig;overig;middel;168;11
2021-11-30;0;BVL;ZADI;PROMO;overig;project;groot;190;11
2021-11-30;0;BVL;ZADI;PROMO;overig;project;klein;25;11
2021-11-30;0;BVL;ZADI;PROMO;overig;project;middel;79;11
2021-11-30;0;BVL;ZADI;PROMO;stunt;1week1euro;groot;1163;11
2021-11-30;0;BVL;ZADI;PROMO;stunt;1week1euro;klein;18;11
2021-11-30;0;BVL;ZADI;PROMO;stunt;1week1euro;middel;615;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;mailing;groot;20;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;mailing;klein;10;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;mailing;middel;15;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;project;groot;73;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;project;klein;27;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;project;middel;51;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;tolpoort;groot;709;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;tolpoort;klein;147;11
2021-11-30;0;BVL;ZADI;PROMO;tolpoort;tolpoort;middel;416;11
2021-11-30;0;BVL;ZADI;PROMO;vitrine;geschenkactie;klein;16;11
2021-11-30;0;BVL;ZADI;PROMO;vitrine;project;groot;585;11
2021-11-30;0;BVL;ZADI;PROMO;vitrine;project;klein;44;11
2021-11-30;0;BVL;ZADI;PROMO;vitrine;project;middel;292;11
2021-11-30;0;BVL;ZADI;SPONSOR;gratis maanden;Gratis maanden;groot;598;11
2021-11-30;0;BVL;ZADI;SPONSOR;gratis maanden;Gratis maanden;klein;60;11
2021-11-30;0;BVL;ZADI;SPONSOR;gratis maanden;Gratis maanden;middel;308;11
2021-11-30;0;BVL;ZADI;STUNT;stunt;1week1euro;groot;942;11
2021-11-30;0;BVL;ZADI;STUNT;stunt;1week1euro;klein;300;11
2021-11-30;0;BVL;ZADI;STUNT;stunt;1week1euro;middel;796;11
2021-11-30;0;BVL;ZADI;STUNT;tolpoort;tolpoort;groot;348;11
2021-11-30;0;BVL;ZADI;STUNT;tolpoort;tolpoort;klein;62;11
2021-11-30;0;BVL;ZADI;STUNT;tolpoort;tolpoort;middel;136;11
2021-11-30;0;DS;DIGI;BASE;korting;klantendienst;groot;1640;11
2021-11-30;0;DS;DIGI;BASE;korting;klantendienst;klein;183;11
2021-11-30;0;DS;DIGI;BASE;korting;klantendienst;middel;1088;11
2021-11-30;0;DS;DIGI;BASE;korting;open comm;groot;21;11
2021-11-30;0;DS;DIGI;BASE;korting;open comm;klein;10;11
2021-11-30;0;DS;DIGI;BASE;korting;open comm;middel;12;11
2021-11-30;0;DS;DIGI;BASE;korting;project;groot;1350;11
2021-11-30;0;DS;DIGI;BASE;korting;project;klein;177;11
2021-11-30;0;DS;DIGI;BASE;korting;project;middel;859;11
2021-11-30;0;DS;DIGI;BASE;korting;student;klein;12;11
2021-11-30;0;DS;DIGI;BASE;vitrine;overig;groot;131;11
2021-11-30;0;DS;DIGI;BASE;vitrine;overig;klein;19;11
2021-11-30;0;DS;DIGI;BASE;vitrine;overig;middel;72;11
2021-11-30;0;DS;DIGI;BASE;vitrine;project;groot;817;11
2021-11-30;0;DS;DIGI;BASE;vitrine;project;klein;124;11
2021-11-30;0;DS;DIGI;BASE;vitrine;project;middel;417;11
2021-11-30;0;DS;DIGI;FREE;gratis maanden;Gratis maanden;klein;25;11
2021-11-30;0;DS;DIGI;PROMO;koppelverkoop;koppelverkoop;groot;165;11
2021-11-30;0;DS;DIGI;PROMO;koppelverkoop;koppelverkoop;klein;20;11
2021-11-30;0;DS;DIGI;PROMO;koppelverkoop;koppelverkoop;middel;75;11
2021-11-30;0;DS;DIGI;PROMO;koppelverkoop;open comm;groot;230;11
2021-11-30;0;DS;DIGI;PROMO;koppelverkoop;open comm;klein;38;11
2021-11-30;0;DS;DIGI;PROMO;koppelverkoop;open comm;middel;105;11
2021-11-30;0;DS;DIGI;PROMO;korting;content;groot;471;11
2021-11-30;0;DS;DIGI;PROMO;korting;content;klein;92;11
2021-11-30;0;DS;DIGI;PROMO;korting;content;middel;257;11
2021-11-30;0;DS;DIGI;PROMO;korting;klantendienst;groot;679;11
2021-11-30;0;DS;DIGI;PROMO;korting;klantendienst;klein;65;11
2021-11-30;0;DS;DIGI;PROMO;korting;klantendienst;middel;393;11
2021-11-30;0;DS;DIGI;PROMO;korting;mailing;groot;93;11
2021-11-30;0;DS;DIGI;PROMO;korting;mailing;klein;23;11
2021-11-30;0;DS;DIGI;PROMO;korting;mailing;middel;67;11
2021-11-30;0;DS;DIGI;PROMO;korting;open comm;groot;89;11
2021-11-30;0;DS;DIGI;PROMO;korting;open comm;klein;10;11
2021-11-30;0;DS;DIGI;PROMO;korting;open comm;middel;26;11
2021-11-30;0;DS;DIGI;PROMO;korting;overig;groot;125;11
2021-11-30;0;DS;DIGI;PROMO;korting;overig;klein;13;11
2021-11-30;0;DS;DIGI;PROMO;korting;overig;middel;39;11
2021-11-30;0;DS;DIGI;PROMO;korting;project;groot;601;11
2021-11-30;0;DS;DIGI;PROMO;korting;project;klein;55;11
2021-11-30;0;DS;DIGI;PROMO;korting;project;middel;248;11
2021-11-30;0;DS;DIGI;PROMO;korting;student;groot;150;11
2021-11-30;0;DS;DIGI;PROMO;korting;student;klein;19;11
2021-11-30;0;DS;DIGI;PROMO;korting;student;middel;66;11
2021-11-30;0;DS;DIGI;PROMO;korting;winback;groot;76;11
2021-11-30;0;DS;DIGI;PROMO;korting;winback;klein;21;11
2021-11-30;0;DS;DIGI;PROMO;korting;winback;middel;48;11
2021-11-30;0;DS;DIGI;PROMO;overig;overig;groot;3916;11
2021-11-30;0;DS;DIGI;PROMO;overig;overig;klein;913;11
2021-11-30;0;DS;DIGI;PROMO;overig;overig;middel;2069;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;overig;groot;76;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;overig;klein;14;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;overig;middel;24;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;project;klein;21;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;tolpoort;groot;123;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;tolpoort;klein;25;11
2021-11-30;0;DS;DIGI;PROMO;tolpoort;tolpoort;middel;61;11
2021-11-30;0;DS;DIGI;PROMO;vitrine;overig;groot;79;11
2021-11-30;0;DS;DIGI;PROMO;vitrine;overig;klein;19;11
2021-11-30;0;DS;DIGI;PROMO;vitrine;overig;middel;48;11
2021-11-30;0;DS;DIGI;PROMO;vitrine;project;groot;1295;11
2021-11-30;0;DS;DIGI;PROMO;vitrine;project;klein;110;11
2021-11-30;0;DS;DIGI;PROMO;vitrine;project;middel;628;11
2021-11-30;0;DS;DIGI;SPONSOR;korting;project;groot;30;11
2021-11-30;0;DS;DIGI;SPONSOR;korting;project;klein;12;11
2021-11-30;0;DS;DIGI;SPONSOR;korting;project;middel;16;11
2021-11-30;0;DS;DIGI;SPONSOR;korting;student;klein;12;11
2021-11-30;0;DS;DIGI;STUNT;korting;klantendienst;groot;522;11
