brand;print;subscr_type;pricecat;Date;forecast;currentcheck;newcheck;inflow_transformers;inflow_switchers;churncheck;trans_outflow;switcher_outflow;nettosaldo;churnpercentage
DS;Digi;DIGI;BASE;2015-01-31;0;4334.0;68;173;37;218;10;12;0.0;0.0
DS;Digi;DIGI;BASE;2015-02-28;0;4408.0;41;176;33;160;9;6;0.0;0.036917
DS;Digi;DIGI;BASE;2015-03-31;0;4449.0;51;109;37;138;6;12;0.0;0.031307
DS;Digi;DIGI;BASE;2015-04-30;0;4535.0;54;133;42;120;7;14;0.0;0.026972
DS;Digi;DIGI;BASE;2015-05-31;0;4466.0;35;147;32;160;8;13;0.0;0.035281
DS;Digi;DIGI;BASE;2015-06-30;0;4701.0;36;204;34;121;2;18;0.0;0.027094
DS;Digi;DIGI;BASE;2015-07-31;0;4723.0;41;109;19;133;12;11;0.0;0.028292
DS;Digi;DIGI;BASE;2015-08-31;0;4754.0;33;145;35;134;47;10;0.0;0.028372
DS;Digi;DIGI;BASE;2015-09-30;0;4751.0;55;133;25;152;51;13;0.0;0.031973
DS;Digi;DIGI;BASE;2015-10-31;0;4869.0;37;249;30;136;47;17;0.0;0.028626
DS;Digi;DIGI;BASE;2015-11-30;0;5021.0;37;259;53;163;21;11;0.0;0.033477
DS;Digi;DIGI;BASE;2015-12-31;0;5072.0;31;308;28;202;38;85;0.0;0.040231
DS;Digi;DIGI;BASE;2016-01-31;0;4433.0;92;116;50;281;26;462;0.0;0.055402
DS;Digi;DIGI;BASE;2016-02-29;0;4562.0;29;250;177;214;22;199;0.0;0.048274
DS;Digi;DIGI;BASE;2016-03-31;0;4640.0;44;188;54;147;16;47;0.0;0.032223
DS;Digi;DIGI;BASE;2016-04-30;0;4656.0;29;190;32;189;30;16;0.0;0.040733
DS;Digi;DIGI;BASE;2016-05-31;0;4754.0;36;193;36;139;14;13;0.0;0.029854
DS;Digi;DIGI;BASE;2016-06-30;0;4867.0;46;229;42;151;34;9;0.0;0.031763
DS;Digi;DIGI;BASE;2016-07-31;0;4912.0;54;242;36;150;21;13;0.0;0.03082
DS;Digi;DIGI;BASE;2016-08-31;0;5112.0;45;224;37;180;18;10;0.0;0.036645
DS;Digi;DIGI;BASE;2016-09-30;0;5178.0;63;164;30;162;16;19;0.0;0.03169
DS;Digi;DIGI;BASE;2016-10-31;0;5182.0;54;113;42;168;18;14;0.0;0.032445
DS;Digi;DIGI;BASE;2016-11-30;0;5166.0;50;109;34;173;16;23;0.0;0.033385
DS;Digi;DIGI;BASE;2016-12-31;0;5122.0;26;111;38;162;26;25;0.0;0.031359
DS;Digi;DIGI;BASE;2017-01-31;0;5085.0;33;108;45;190;22;17;0.0;0.037095
DS;Digi;DIGI;BASE;2017-02-28;0;5048.0;32;94;41;177;16;12;0.0;0.034808
DS;Digi;DIGI;BASE;2017-03-31;0;5099.0;46;100;46;125;19;12;0.0;0.024762
DS;Digi;DIGI;BASE;2017-04-30;0;4937.0;39;72;47;126;8;8;0.0;0.024711
DS;Digi;DIGI;BASE;2017-05-31;0;5140.0;33;91;42;113;9;13;0.0;0.022888
DS;Digi;DIGI;BASE;2017-06-30;0;5134.0;41;81;44;151;11;9;0.0;0.029377
DS;Digi;DIGI;BASE;2017-07-31;0;5167.0;30;100;40;113;18;5;0.0;0.02201
DS;Digi;DIGI;BASE;2017-08-31;0;5235.0;46;103;37;105;10;10;0.0;0.020321
DS;Digi;DIGI;BASE;2017-09-30;0;5257.0;39;124;45;158;15;12;0.0;0.030181
DS;Digi;DIGI;BASE;2017-10-31;0;5304.0;29;129;44;145;7;13;0.0;0.027582
DS;Digi;DIGI;BASE;2017-11-30;0;5465.0;44;226;38;124;8;13;0.0;0.023379
DS;Digi;DIGI;BASE;2017-12-31;0;5462.0;28;156;51;144;10;14;0.0;0.026349
DS;Digi;DIGI;BASE;2018-01-31;0;5598.0;57;115;51;138;12;8;0.0;0.025265
DS;Digi;DIGI;BASE;2018-02-28;0;5686.0;47;136;65;131;12;13;0.0;0.023401
DS;Digi;DIGI;BASE;2018-03-31;0;5789.0;40;167;58;143;13;8;0.0;0.025149
DS;Digi;DIGI;BASE;2018-04-30;0;5844.0;31;150;61;165;12;18;0.0;0.028502
DS;Digi;DIGI;BASE;2018-05-31;0;5956.0;28;167;66;135;9;9;0.0;0.023101
DS;Digi;DIGI;BASE;2018-06-30;0;6061.0;55;162;47;136;12;9;0.0;0.022834
DS;Digi;DIGI;BASE;2018-07-31;0;6211.0;43;174;68;123;13;9;0.0;0.020294
DS;Digi;DIGI;BASE;2018-08-31;0;6319.0;35;171;53;139;8;10;0.0;0.02238
DS;Digi;DIGI;BASE;2018-09-30;0;5989.0;49;190;49;161;15;17;0.0;0.025479
DS;Digi;DIGI;BASE;2018-10-31;0;6540.0;59;181;63;140;7;24;0.0;0.023376
DS;Digi;DIGI;BASE;2018-11-30;0;6606.0;43;151;43;148;16;11;0.0;0.02263
DS;Digi;DIGI;BASE;2018-12-31;0;6720.0;31;202;56;148;11;14;0.0;0.022404
DS;Digi;DIGI;BASE;2019-01-31;0;6802.0;53;200;38;173;18;17;0.0;0.025744
DS;Digi;DIGI;BASE;2019-02-28;0;6846.0;38;137;77;173;18;25;0.0;0.025434
DS;Digi;DIGI;BASE;2019-03-31;0;6654.0;62;172;94;141;21;25;0.0;0.020596
DS;Digi;DIGI;BASE;2019-04-30;0;7044.0;51;140;90;169;27;29;0.0;0.025398
DS;Digi;DIGI;BASE;2019-05-31;0;7135.0;40;149;58;118;18;16;0.0;0.016752
DS;Digi;DIGI;BASE;2019-06-30;0;7137.0;43;136;75;165;23;17;0.0;0.023125
DS;Digi;DIGI;BASE;2019-07-31;0;7286.0;41;163;57;137;18;17;0.0;0.019196
DS;Digi;DIGI;BASE;2019-08-31;0;7352.0;33;137;62;133;26;18;0.0;0.018254
DS;Digi;DIGI;BASE;2019-09-30;0;7373.0;40;97;66;129;28;21;0.0;0.017546
DS;Digi;DIGI;BASE;2019-10-31;0;7404.0;42;91;72;128;14;33;0.0;0.017361
DS;Digi;DIGI;BASE;2019-11-30;0;7430.0;42;109;81;167;18;20;0.0;0.022555
DS;Digi;DIGI;BASE;2019-12-31;0;7353.0;44;80;45;189;37;16;0.0;0.025437
DS;Digi;DIGI;BASE;2020-01-31;0;7360.0;58;75;56;139;35;15;0.0;0.018904
DS;Digi;DIGI;BASE;2020-02-29;0;7383.0;59;102;70;155;34;22;0.0;0.02106
DS;Digi;DIGI;BASE;2020-03-31;0;7486.0;76;118;94;130;31;18;0.0;0.017608
DS;Digi;DIGI;BASE;2020-04-30;0;7753.0;90;272;76;128;28;20;0.0;0.017099
DS;Digi;DIGI;BASE;2020-05-31;0;8338.0;83;611;80;152;16;19;0.0;0.019605
DS;Digi;DIGI;BASE;2020-06-30;0;8858.0;75;554;93;154;20;36;0.0;0.01847
DS;Digi;DIGI;BASE;2020-07-31;0;8898.0;70;138;80;179;36;27;0.0;0.020208
DS;Digi;DIGI;BASE;2020-08-31;0;8976.0;75;126;73;145;27;18;0.0;0.016296
DS;Digi;DIGI;BASE;2020-09-30;0;9022.0;74;125;75;168;17;34;0.0;0.018717
DS;Digi;DIGI;BASE;2020-10-31;0;9056.0;72;124;83;176;32;32;0.0;0.019508
DS;Digi;DIGI;BASE;2020-11-30;0;9081.0;67;103;89;184;23;20;0.0;0.020318
DS;Digi;DIGI;BASE;2020-12-31;0;9216.0;56;206;84;164;31;18;0.0;0.01806
DS;Digi;DIGI;BASE;2021-01-31;0;9293.0;55;196;77;180;37;30;0.0;0.019531
DS;Digi;DIGI;BASE;2021-02-28;0;9362.0;79;136;107;188;33;22;0.0;0.02023
DS;Digi;DIGI;BASE;2021-03-31;0;9491.0;100;157;82;152;32;18;0.0;0.016236
DS;Digi;DIGI;BASE;2021-04-30;0;9882.0;55;447;90;159;27;23;0.0;0.016753
DS;Digi;DIGI;BASE;2021-05-31;0;10260.0;62;436;83;153;24;30;0.0;0.015483
DS;Digi;DIGI;BASE;2021-06-30;0;10325.0;66;107;88;145;27;20;0.0;0.014133
DS;Digi;DIGI;BASE;2021-07-31;1;10522.0;64;243;88;144;30;24;-197.0;0.013947
DS;Digi;DIGI;BASE;2021-08-31;1;10618.0;63;143;83;144;26;23;-96.0;0.013686
DS;Digi;DIGI;BASE;2021-09-30;1;10665.0;66;112;85;159;27;30;-47.0;0.014975
DS;Digi;DIGI;BASE;2021-10-31;1;10716.0;64;109;92;155;24;35;-51.0;0.014534
DS;Digi;DIGI;BASE;2021-11-30;1;10760.0;64;105;88;163;25;25;-44.0;0.015211
DS;Digi;DIGI;BASE;2021-12-31;1;10850.0;61;168;85;168;32;24;-90.0;0.015613
DS;Digi;DIGI;BASE;2022-01-31;1;10942.0;67;166;86;168;33;26;-92.0;0.015484
DS;Digi;DIGI;BASE;2022-02-28;1;11051.0;70;164;106;170;31;30;-109.0;0.015536
DS;Digi;DIGI;BASE;2022-03-31;1;11195.0;71;164;108;142;30;27;-144.0;0.01285
DS;Digi;DIGI;BASE;2022-04-30;1;11244.0;69;97;105;161;30;31;-49.0;0.014381
DS;Digi;DIGI;BASE;2022-05-31;1;11501.0;69;283;99;141;24;29;-257.0;0.01254
DS;Digi;DIGI;BASE;2022-06-30;1;11857.0;71;398;102;155;30;30;-356.0;0.013477
DS;Digi;DIGI;BASE;2022-07-31;1;12080.0;66;262;99;145;31;28;-223.0;0.012229
DS;Digi;DIGI;BASE;2022-08-31;1;12288.0;66;248;94;145;28;27;-208.0;0.012003
DS;Digi;DIGI;BASE;2022-09-30;1;12323.0;68;93;96;159;28;35;-35.0;0.012939
DS;Digi;DIGI;BASE;2022-10-31;1;12366.0;67;93;103;155;26;39;-43.0;0.012578
DS;Digi;DIGI;BASE;2022-11-30;1;12406.0;67;93;100;164;26;30;-40.0;0.013262
DS;Digi;DIGI;BASE;2022-12-31;1;12494.0;64;158;97;169;33;29;-88.0;0.013622
DS;Digi;DIGI;PROMO;2015-01-31;0;702.0;225;4;6;112;118;6;0.0;0.0
DS;Digi;DIGI;PROMO;2015-02-28;0;541.0;93;5;2;159;112;6;0.0;0.226496
DS;Digi;DIGI;PROMO;2015-03-31;0;604.0;160;7;4;77;35;0;0.0;0.142329
DS;Digi;DIGI;PROMO;2015-04-30;0;537.0;101;3;8;121;50;2;0.0;0.200331
DS;Digi;DIGI;PROMO;2015-05-31;0;535.0;103;10;1;81;39;2;0.0;0.150838
DS;Digi;DIGI;PROMO;2015-06-30;0;459.0;52;1;2;85;44;4;0.0;0.158879
DS;Digi;DIGI;PROMO;2015-07-31;0;436.0;42;12;4;34;47;2;0.0;0.074074
DS;Digi;DIGI;PROMO;2015-08-31;0;455.0;43;52;1;21;55;4;0.0;0.048165
DS;Digi;DIGI;PROMO;2015-09-30;0;522.0;69;59;2;16;45;3;0.0;0.035165
DS;Digi;DIGI;PROMO;2015-10-31;0;504.0;41;56;4;29;84;2;0.0;0.055556
DS;Digi;DIGI;PROMO;2015-11-30;0;440.0;31;30;1;35;93;2;0.0;0.069444
DS;Digi;DIGI;PROMO;2015-12-31;0;390.0;28;41;2;31;87;3;0.0;0.070455
DS;Digi;DIGI;PROMO;2016-01-31;0;376.0;35;26;6;21;42;15;0.0;0.053846
DS;Digi;DIGI;PROMO;2016-02-29;0;341.0;24;33;1;26;65;6;0.0;0.069149
DS;Digi;DIGI;PROMO;2016-03-31;0;292.0;25;22;3;23;72;4;0.0;0.067449
DS;Digi;DIGI;PROMO;2016-04-30;0;307.0;42;34;8;22;49;0;0.0;0.075342
DS;Digi;DIGI;PROMO;2016-05-31;0;305.0;48;16;1;20;53;0;0.0;0.065147
DS;Digi;DIGI;PROMO;2016-06-30;0;303.0;37;35;5;18;58;0;0.0;0.059016
DS;Digi;DIGI;PROMO;2016-07-31;0;301.0;36;21;4;17;45;0;0.0;0.056106
DS;Digi;DIGI;PROMO;2016-08-31;0;289.0;34;24;7;14;59;2;0.0;0.046512
DS;Digi;DIGI;PROMO;2016-09-30;0;305.0;59;18;7;11;56;1;0.0;0.038062
DS;Digi;DIGI;PROMO;2016-10-31;0;313.0;28;22;4;16;35;2;0.0;0.052459
DS;Digi;DIGI;PROMO;2016-11-30;0;514.0;57;214;7;22;52;1;0.0;0.070288
DS;Digi;DIGI;PROMO;2016-12-31;0;605.0;81;84;7;36;36;1;0.0;0.070039
DS;Digi;DIGI;PROMO;2017-01-31;0;623.0;59;26;12;26;59;0;0.0;0.042975
DS;Digi;DIGI;PROMO;2017-02-28;0;624.0;56;19;8;31;55;1;0.0;0.049759
DS;Digi;DIGI;PROMO;2017-03-31;0;647.0;99;16;9;32;64;2;0.0;0.051282
DS;Digi;DIGI;PROMO;2017-04-30;0;666.0;62;28;11;27;46;2;0.0;0.041731
DS;Digi;DIGI;PROMO;2017-05-31;0;713.0;63;72;13;30;73;0;0.0;0.045045
DS;Digi;DIGI;PROMO;2017-06-30;0;720.0;54;34;2;26;59;0;0.0;0.036466
DS;Digi;DIGI;PROMO;2017-07-31;0;726.0;61;27;7;26;62;2;0.0;0.036111
DS;Digi;DIGI;PROMO;2017-08-31;0;791.0;80;61;5;26;57;2;0.0;0.035813
DS;Digi;DIGI;PROMO;2017-09-30;0;897.0;47;169;10;33;94;4;0.0;0.041719
DS;Digi;DIGI;PROMO;2017-10-31;0;912.0;48;107;3;44;90;4;0.0;0.049052
DS;Digi;DIGI;PROMO;2017-11-30;0;860.0;81;100;7;58;172;2;0.0;0.063596
DS;Digi;DIGI;PROMO;2017-12-31;0;873.0;69;121;3;55;115;1;0.0;0.063953
DS;Digi;DIGI;PROMO;2018-01-31;0;926.0;55;119;9;59;84;5;0.0;0.067583
DS;Digi;DIGI;PROMO;2018-02-28;0;979.0;56;113;10;44;80;4;0.0;0.047516
DS;Digi;DIGI;PROMO;2018-03-31;0;996.0;103;103;7;52;145;2;0.0;0.053115
DS;Digi;DIGI;PROMO;2018-04-30;0;984.0;74;89;10;64;121;5;0.0;0.064257
DS;Digi;DIGI;PROMO;2018-05-31;0;891.0;37;69;4;72;131;2;0.0;0.073171
DS;Digi;DIGI;PROMO;2018-06-30;0;869.0;73;72;7;56;109;1;0.0;0.062851
DS;Digi;DIGI;PROMO;2018-07-31;0;914.0;56;123;13;37;105;3;0.0;0.042578
DS;Digi;DIGI;PROMO;2018-08-31;0;863.0;74;60;3;55;142;1;0.0;0.060175
DS;Digi;DIGI;PROMO;2018-09-30;0;817.0;52;119;5;46;148;3;0.0;0.053302
DS;Digi;DIGI;PROMO;2018-10-31;0;859.0;66;97;15;50;122;0;0.0;0.0612
DS;Digi;DIGI;PROMO;2018-11-30;0;927.0;73;113;8;41;85;3;0.0;0.04773
DS;Digi;DIGI;PROMO;2018-12-31;0;874.0;48;94;12;70;138;6;0.0;0.075512
DS;Digi;DIGI;PROMO;2019-01-31;0;858.0;67;117;8;60;141;2;0.0;0.06865
DS;Digi;DIGI;PROMO;2019-02-28;0;867.0;56;93;4;43;102;4;0.0;0.050117
DS;Digi;DIGI;PROMO;2019-03-31;0;798.0;71;47;18;46;140;6;0.0;0.053057
DS;Digi;DIGI;PROMO;2019-04-30;0;756.0;49;36;15;39;115;8;0.0;0.048872
DS;Digi;DIGI;PROMO;2019-05-31;0;688.0;70;28;13;40;129;3;0.0;0.05291
DS;Digi;DIGI;PROMO;2019-06-30;0;749.0;67;133;10;30;115;2;0.0;0.043605
DS;Digi;DIGI;PROMO;2019-07-31;0;956.0;55;299;11;38;125;5;0.0;0.050734
DS;Digi;DIGI;PROMO;2019-08-31;0;1016.0;60;178;3;52;128;6;0.0;0.054393
DS;Digi;DIGI;PROMO;2019-09-30;0;1238.0;75;267;14;62;69;2;0.0;0.061024
DS;Digi;DIGI;PROMO;2019-10-31;0;1518.0;84;310;31;75;66;4;0.0;0.060582
DS;Digi;DIGI;PROMO;2019-11-30;0;1608.0;71;228;12;93;90;42;0.0;0.061265
DS;Digi;DIGI;PROMO;2019-12-31;0;1562.0;68;126;5;138;76;28;0.0;0.085821
DS;Digi;DIGI;PROMO;2020-01-31;0;1701.0;88;183;4;76;48;5;0.0;0.048656
DS;Digi;DIGI;PROMO;2020-02-29;0;1927.0;92;274;11;71;84;5;0.0;0.04174
DS;Digi;DIGI;PROMO;2020-03-31;0;2049.0;192;105;8;84;90;7;0.0;0.043591
DS;Digi;DIGI;PROMO;2020-04-30;0;2303.0;280;174;10;68;132;5;0.0;0.033187
DS;Digi;DIGI;PROMO;2020-05-31;0;2452.0;171;580;8;92;565;12;0.0;0.039948
DS;Digi;DIGI;PROMO;2020-06-30;0;3082.0;169;1072;6;102;445;11;0.0;0.041599
DS;Digi;DIGI;PROMO;2020-07-31;0;3634.0;71;704;10;128;100;7;0.0;0.041531
DS;Digi;DIGI;PROMO;2020-08-31;0;3726.0;63;242;8;129;76;7;0.0;0.035498
DS;Digi;DIGI;PROMO;2020-09-30;0;3736.0;73;198;10;162;100;12;0.0;0.043478
DS;Digi;DIGI;PROMO;2020-10-31;0;3721.0;146;200;16;265;102;17;0.0;0.070931
DS;Digi;DIGI;PROMO;2020-11-30;0;3786.0;162;186;8;197;74;6;0.0;0.052943
DS;Digi;DIGI;PROMO;2020-12-31;0;3726.0;122;180;8;174;177;14;0.0;0.045959
DS;Digi;DIGI;PROMO;2021-01-31;0;3742.0;150;165;5;118;178;14;0.0;0.031669
DS;Digi;DIGI;PROMO;2021-02-28;0;3770.0;132;180;7;162;116;11;0.0;0.043292
DS;Digi;DIGI;PROMO;2021-03-31;0;3817.0;174;159;10;139;155;5;0.0;0.03687
DS;Digi;DIGI;PROMO;2021-04-30;0;3525.0;123;187;6;157;448;12;0.0;0.041132
DS;Digi;DIGI;PROMO;2021-05-31;0;3247.0;127;139;9;130;396;7;0.0;0.036879
DS;Digi;DIGI;PROMO;2021-06-30;0;3251.0;75;118;10;101;100;5;0.0;0.031106
DS;Digi;DIGI;PROMO;2021-07-31;1;3114.0;59;93;10;101;189;9;137.0;0.031067
DS;Digi;DIGI;PROMO;2021-08-31;1;3016.0;57;63;6;101;112;11;98.0;0.032434
DS;Digi;DIGI;PROMO;2021-09-30;1;2945.0;55;65;10;101;88;12;71.0;0.033488
DS;Digi;DIGI;PROMO;2021-10-31;1;2915.0;88;64;16;100;85;13;30.0;0.033956
DS;Digi;DIGI;PROMO;2021-11-30;1;2874.0;87;64;9;100;82;19;41.0;0.034305
DS;Digi;DIGI;PROMO;2021-12-31;1;2783.0;86;65;7;100;131;18;91.0;0.034795
DS;Digi;DIGI;PROMO;2022-01-31;1;2697.0;86;64;7;100;130;13;86.0;0.035932
DS;Digi;DIGI;PROMO;2022-02-28;1;2578.0;51;65;8;101;128;14;119.0;0.037449
DS;Digi;DIGI;PROMO;2022-03-31;1;2561.0;148;64;10;99;128;12;17.0;0.038402
DS;Digi;DIGI;PROMO;2022-04-30;1;2658.0;208;64;10;98;76;11;-97.0;0.038266
DS;Digi;DIGI;PROMO;2022-05-31;1;2537.0;137;65;9;99;221;12;121.0;0.037246
DS;Digi;DIGI;PROMO;2022-06-30;1;2319.0;130;64;8;99;310;11;218.0;0.039022
DS;Digi;DIGI;PROMO;2022-07-31;1;2123.0;49;64;10;101;204;14;196.0;0.043553
DS;Digi;DIGI;PROMO;2022-08-31;1;1933.0;49;65;6;101;194;15;190.0;0.047574
DS;Digi;DIGI;PROMO;2022-09-30;1;1868.0;49;66;10;101;73;16;65.0;0.05225
DS;Digi;DIGI;PROMO;2022-10-31;1;1843.0;83;64;17;100;73;16;25.0;0.053533
DS;Digi;DIGI;PROMO;2022-11-30;1;1804.0;83;64;9;100;73;22;39.0;0.054259
DS;Digi;DIGI;PROMO;2022-12-31;1;1714.0;82;65;8;100;124;21;90.0;0.055432
DS;Digi;DIGI;STUDENTS;2015-01-31;0;264.0;15;5;2;9;5;1;0.0;0.0
DS;Digi;DIGI;STUDENTS;2015-02-28;0;261.0;9;3;1;12;4;1;0.0;0.045455
DS;Digi;DIGI;STUDENTS;2015-03-31;0;269.0;12;1;5;9;3;0;0.0;0.034483
DS;Digi;DIGI;STUDENTS;2015-04-30;0;264.0;4;2;2;11;0;0;0.0;0.040892
DS;Digi;DIGI;STUDENTS;2015-05-31;0;255.0;12;1;2;10;1;0;0.0;0.037879
DS;Digi;DIGI;STUDENTS;2015-06-30;0;261.0;5;2;1;14;0;0;0.0;0.054902
DS;Digi;DIGI;STUDENTS;2015-07-31;0;230.0;7;1;0;32;7;0;0.0;0.122605
DS;Digi;DIGI;STUDENTS;2015-08-31;0;215.0;2;0;3;14;4;3;0.0;0.06087
DS;Digi;DIGI;STUDENTS;2015-09-30;0;207.0;4;0;3;12;2;3;0.0;0.055814
DS;Digi;DIGI;STUDENTS;2015-10-31;0;189.0;0;0;0;14;3;2;0.0;0.067633
DS;Digi;DIGI;STUDENTS;2015-11-30;0;174.0;0;1;0;10;4;1;0.0;0.05291
DS;Digi;DIGI;STUDENTS;2015-12-31;0;162.0;1;0;0;9;3;2;0.0;0.051724
DS;Digi;DIGI;STUDENTS;2016-01-31;0;146.0;0;0;0;5;4;1;0.0;0.030864
DS;Digi;DIGI;STUDENTS;2016-02-29;0;138.0;0;0;0;9;2;2;0.0;0.061644
DS;Digi;DIGI;STUDENTS;2016-03-31;0;129.0;1;0;0;6;2;1;0.0;0.043478
DS;Digi;DIGI;STUDENTS;2016-04-30;0;113.0;0;0;0;12;3;1;0.0;0.093023
DS;Digi;DIGI;STUDENTS;2016-05-31;0;108.0;0;0;0;2;3;0;0.0;0.017699
DS;Digi;DIGI;STUDENTS;2016-06-30;0;100.0;1;0;0;2;5;2;0.0;0.018519
DS;Digi;DIGI;STUDENTS;2016-07-31;0;96.0;0;0;0;2;1;1;0.0;0.02
DS;Digi;DIGI;STUDENTS;2016-08-31;0;87.0;1;1;0;7;4;0;0.0;0.072917
DS;Digi;DIGI;STUDENTS;2016-09-30;0;87.0;6;0;0;3;1;1;0.0;0.034483
DS;Digi;DIGI;STUDENTS;2016-10-31;0;104.0;20;0;3;4;2;1;0.0;0.045977
DS;Digi;DIGI;STUDENTS;2016-11-30;0;110.0;8;0;5;5;2;0;0.0;0.048077
DS;Digi;DIGI;STUDENTS;2016-12-31;0;127.0;13;3;5;2;1;1;0.0;0.018182
DS;Digi;DIGI;STUDENTS;2017-01-31;0;129.0;5;1;3;5;2;1;0.0;0.03937
DS;Digi;DIGI;STUDENTS;2017-02-28;0;133.0;8;0;0;3;2;0;0.0;0.023256
DS;Digi;DIGI;STUDENTS;2017-03-31;0;139.0;8;0;4;4;0;1;0.0;0.030075
DS;Digi;DIGI;STUDENTS;2017-04-30;0;138.0;7;0;0;4;1;0;0.0;0.028777
DS;Digi;DIGI;STUDENTS;2017-05-31;0;140.0;1;0;1;2;1;0;0.0;0.014493
DS;Digi;DIGI;STUDENTS;2017-06-30;0;135.0;2;1;3;7;2;1;0.0;0.05
DS;Digi;DIGI;STUDENTS;2017-07-31;0;124.0;5;0;0;11;5;0;0.0;0.081481
DS;Digi;DIGI;STUDENTS;2017-08-31;0;122.0;8;0;2;5;6;1;0.0;0.040323
DS;Digi;DIGI;STUDENTS;2017-09-30;0;119.0;6;2;4;7;7;0;0.0;0.057377
DS;Digi;DIGI;STUDENTS;2017-10-31;0;141.0;25;3;3;6;2;0;0.0;0.05042
DS;Digi;DIGI;STUDENTS;2017-11-30;0;142.0;8;0;1;5;3;1;0.0;0.035461
DS;Digi;DIGI;STUDENTS;2017-12-31;0;157.0;13;3;3;2;0;0;0.0;0.014085
DS;Digi;DIGI;STUDENTS;2018-01-31;0;160.0;4;1;0;3;2;0;0.0;0.019108
DS;Digi;DIGI;STUDENTS;2018-02-28;0;172.0;12;1;5;3;2;0;0.0;0.01875
DS;Digi;DIGI;STUDENTS;2018-03-31;0;184.0;17;1;4;8;2;2;0.0;0.046512
DS;Digi;DIGI;STUDENTS;2018-04-30;0;185.0;9;1;1;7;3;0;0.0;0.038043
DS;Digi;DIGI;STUDENTS;2018-05-31;0;177.0;5;0;0;8;5;1;0.0;0.043243
DS;Digi;DIGI;STUDENTS;2018-06-30;0;165.0;6;1;3;18;4;0;0.0;0.101695
DS;Digi;DIGI;STUDENTS;2018-07-31;0;152.0;4;0;1;9;8;0;0.0;0.054545
DS;Digi;DIGI;STUDENTS;2018-08-31;0;164.0;10;0;5;3;1;0;0.0;0.019737
DS;Digi;DIGI;STUDENTS;2018-09-30;0;153.0;15;0;0;10;6;0;0.0;0.060976
DS;Digi;DIGI;STUDENTS;2018-10-31;0;190.0;24;1;6;2;0;1;0.0;0.013072
DS;Digi;DIGI;STUDENTS;2018-11-30;0;205.0;16;2;3;6;0;0;0.0;0.031579
DS;Digi;DIGI;STUDENTS;2018-12-31;0;218.0;13;0;5;5;0;0;0.0;0.02439
DS;Digi;DIGI;STUDENTS;2019-01-31;0;233.0;15;0;2;1;0;1;0.0;0.004587
DS;Digi;DIGI;STUDENTS;2019-02-28;0;244.0;12;1;6;5;0;2;0.0;0.021459
DS;Digi;DIGI;STUDENTS;2019-03-31;0;249.0;10;0;2;6;0;0;0.0;0.02459
DS;Digi;DIGI;STUDENTS;2019-04-30;0;262.0;11;1;4;6;0;0;0.0;0.024096
DS;Digi;DIGI;STUDENTS;2019-05-31;0;266.0;9;1;4;7;0;1;0.0;0.026718
DS;Digi;DIGI;STUDENTS;2019-06-30;0;267.0;8;1;3;7;0;2;0.0;0.026316
DS;Digi;DIGI;STUDENTS;2019-07-31;0;279.0;5;1;9;4;0;1;0.0;0.014981
DS;Digi;DIGI;STUDENTS;2019-08-31;0;284.0;6;0;4;4;0;0;0.0;0.014337
DS;Digi;DIGI;STUDENTS;2019-09-30;0;248.0;3;0;4;9;42;0;0.0;0.03169
DS;Digi;DIGI;STUDENTS;2019-10-31;0;109.0;1;0;0;9;118;6;0.0;0.03629
DS;Digi;DIGI;STUDENTS;2019-11-30;0;101.0;0;0;0;6;2;0;0.0;0.055046
DS;Digi;DIGI;STUDENTS;2019-12-31;0;93.0;0;0;0;5;1;2;0.0;0.049505
DS;Digi;DIGI;STUDENTS;2020-01-31;0;83.0;0;0;0;7;2;1;0.0;0.075269
DS;Digi;DIGI;STUDENTS;2020-02-29;0;68.0;0;0;0;8;4;3;0.0;0.096386
DS;Digi;DIGI;STUDENTS;2020-03-31;0;61.0;0;0;0;3;3;0;0.0;0.044118
DS;Digi;DIGI;STUDENTS;2020-04-30;0;53.0;0;0;0;2;1;5;0.0;0.032787
DS;Digi;DIGI;STUDENTS;2020-05-31;0;40.0;0;0;0;9;1;3;0.0;0.169811
DS;Digi;DIGI;STUDENTS;2020-06-30;0;32.0;0;0;0;6;1;1;0.0;0.15
DS;Digi;DIGI;STUDENTS;2020-07-31;0;24.0;0;0;0;6;1;1;0.0;0.1875
DS;Digi;DIGI;STUDENTS;2020-08-31;0;23.0;0;0;0;0;1;0;0.0;0.0
DS;Digi;DIGI;STUDENTS;2020-09-30;0;36.0;17;0;2;3;0;1;0.0;0.130435
DS;Digi;DIGI;STUDENTS;2020-10-31;0;70.0;24;3;6;1;0;0;0.0;0.027778
DS;Digi;DIGI;STUDENTS;2020-11-30;0;92.0;17;3;6;4;1;0;0.0;0.057143
DS;Digi;DIGI;STUDENTS;2020-12-31;0;101.0;8;0;4;3;0;0;0.0;0.032609
DS;Digi;DIGI;STUDENTS;2021-01-31;0;109.0;5;1;2;0;0;0;0.0;0.0
DS;Digi;DIGI;STUDENTS;2021-02-28;0;126.0;18;3;4;6;2;0;0.0;0.055046
DS;Digi;DIGI;STUDENTS;2021-03-31;0;149.0;15;1;7;0;0;0;0.0;0.0
DS;Digi;DIGI;STUDENTS;2021-04-30;0;153.0;4;2;2;4;0;0;0.0;0.026846
